danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.898,0.593,-6.211,0.0615,0.00616,0.904,0.276,0.419,127.013,2RSxUNaF8EZI3B7guqXAPk,187402
0.579,0.981,-7.433,0.0994,0.00991,3.22e-05,0.515,0.276,142.025,2rVa6UVT2f95l3bGcMGCWQ,218586
0.574,0.901,-6.49,0.0278,0.000407,0.00079,0.117,0.483,134.987,3GQmTjG7lCwEiujCanfRQI,276000
0.658,0.947,-6.922,0.0445,0.252,0.13,0.142,0.412,139.997,2EhlTKxStybQpKktuuanws,199680
0.794,0.901,-4.652,0.0698,0.0251,0.00997,0.139,0.794,123.67,1EYYoG6P9cQdYXG6Nv5mXu,392669
0.501,0.869,-4.103,0.0395,0.00781,0.000308,0.255,0.352,120.859,53SqGkNJAYLss9AgbduTqQ,255187
0.526,0.935,-5.015,0.04,0.000594,0.77,0.925,0.0581,138.048,6aMbSmv99DETtr97inIrJ4,236522
0.678,0.896,-8.017,0.0395,0.00676,0.79,0.664,0.678,126.001,12lTG2CsivVTCJH21qgkVz,501213
0.703,0.848,-5.41,0.0363,0.0143,0.000248,0.358,0.502,138.033,1QfJwbwcWUHheqVo3yRfpd,178495
0.509,0.904,-7.045,0.0405,0.00442,0.843,0.653,0.153,132.009,4LIbYKwuUBMKmqyZZC7XVg,270965
0.677,0.687,-8.209,0.0515,0.000197,0.322,0.157,0.315,135.993,23x1l5fneuI3tfw52NftWH,489373
0.698,0.852,-7.204,0.07,0.000681,0.156,0.0446,0.158,126.02,3RaCcyWwRIdczuefF10UCb,224843
0.662,0.881,-4.202,0.0357,0.0202,0.000825,0.132,0.732,126.986,56kdmEz12GpKkEzxhtHdl7,189388
0.64,0.939,-6.844,0.0463,0.000985,0.483,0.0867,0.311,126.036,4PQCrz4sk00dIEmkwmmJCr,211533
0.648,0.691,-8.917,0.0386,0.00145,0.00441,0.126,0.389,130.014,2WMur8xCATjMHLgpPHdosc,181230
0.774,0.7,-9.332,0.0375,0.000711,0.196,0.0719,0.22,119.98,2jBQYMPjY0UspZAVyYPRUG,581227
0.62,0.832,-9.651,0.0335,3.05e-05,0.438,0.128,0.39,134.959,6SDy0CHEvHB591MeizBrqY,524933
0.708,0.471,-7.667,0.0354,0.0086,0.00839,0.179,0.356,125.019,7nuPjNAEL3qcEUcZre7rJF,220640
0.73,0.719,-13.856,0.0369,0.0546,0.719,0.109,0.144,139.876,1cSOchpDSHvJjtBHLVrxT1,207067
0.398,0.827,-5.41,0.05,0.0473,0.00703,0.682,0.41,127.975,6FrchQ8NDHUI8ucAvz5zha,217500
0.64,0.952,-5.645,0.059,0.000114,0.00276,0.163,0.284,127.941,2YdJ7ZnaXUMZcGe46eCiER,236707
0.698,0.897,-7.583,0.0608,0.0111,0.396,0.671,0.387,126.014,3vVdNuzFHL0hmT8Xq4vbhY,205920
0.83,0.676,-9.153,0.069,0.000457,0.935,0.283,0.602,128.042,4HolTVfZ37wQTg0eO29J3k,187500
0.504,0.77,-9.047,0.0252,7.67e-06,0.798,0.0943,0.694,132.022,1lJUIg0FtOqApq4XPQqjrk,271587
0.555,0.783,-5.593,0.0433,0.00624,0.000501,0.359,0.614,129.954,3gB5UMJqzC8Mt6ZBvGH8sP,200187
0.418,0.724,-8.32,0.0386,0.041,0.0019,0.129,0.526,127.908,35cYPqBXqob7yitjk4Cx3M,235867
0.482,0.831,-4.611,0.117,0.08,0.0,0.121,0.46,128.079,2D7KdXI212C2evy5hh1tI5,221493
0.908,0.931,-5.93,0.174,0.00151,0.798,0.0626,0.265,128.016,3fbGgsysR0OKzsdr20HD4T,393333
0.685,0.615,-8.146,0.0539,0.0852,5.64e-05,0.0838,0.167,125.988,58ma0p0GQqxfbe5vNFraUs,220238
0.689,0.456,-7.558,0.0632,2.73e-05,0.57,0.0823,0.575,129.97,4oNm4AlbUo8XEDayfLxoup,288053
0.781,0.536,-5.228,0.0543,0.00193,0.667,0.0643,0.282,129.997,71kHGcF4NcAqKUopKqdtm7,437538
0.65,0.967,-5.674,0.13,0.0349,0.19,0.779,0.319,127.995,0X7ELV6fLyjynJ3MexWh4X,213173
0.567,0.599,-5.616,0.0305,0.000704,0.000315,0.168,0.366,134.98,3pVwawYlhHg9cLKWpeaN3l,151621
0.556,0.883,-5.046,0.0718,0.000242,0.0252,0.272,0.49,128.109,6ZTdvFWrzZc7CUEaVV0NmO,226480
0.289,0.818,-8.427,0.059,0.0144,0.218,0.0638,0.437,170.565,74rPAWzJdu1g43PtBpTGrf,213547
0.742,0.876,-5.394,0.0641,0.207,0.0,0.338,0.466,128.032,42bWEclg5KT9KUbJYblSR5,228501
0.812,0.696,-11.057,0.0629,0.000151,0.939,0.127,0.331,124.95,67nOnSiH1QRUiYihmLBmwI,384734
0.492,0.773,-5.845,0.0369,0.0022,0.835,0.305,0.197,123.974,2drOnGxH4NvagDjre7GXCd,365080
0.704,0.807,-7.292,0.0746,0.003,0.00924,0.301,0.588,127.039,0t2xiLKPyfwxpuwmTKaiZ3,210000
0.561,0.766,-5.058,0.0478,0.00358,0.000117,0.141,0.28,135.075,65UKBA32AVBzthOGP62D2U,189067
0.753,0.844,-6.053,0.0446,0.0337,0.00467,0.34,0.825,130.022,5yjKR9RIBWixx9Cjz6FUft,186586
0.595,0.833,-6.761,0.034,0.00674,0.868,0.0763,0.554,132.007,3Gm5H7qzEctu0lDt2a4Kdt,181818
0.58,0.92,-5.026,0.0521,0.00263,0.00497,0.327,0.476,135.015,091jue13VJFSl0OAJG6BJH,225400
0.504,0.856,-10.508,0.042,0.000598,0.277,0.121,0.404,134.999,3BBioBvGxikn3mVT2hhrEm,354613
0.736,0.812,-8.153,0.244,0.0118,0.88,0.638,0.379,127.945,7fvkfIQ4AsdNxDd45yR02F,306000
0.554,0.917,-2.069,0.0523,0.0122,0.0,0.192,0.309,124.964,6bUSZYa1aaVXSk7HFzizTm,173627
0.521,0.625,-10.073,0.0304,0.000297,0.202,0.19,0.287,128.949,4x5Y9ORUjOQs5JZk2uJ9bN,292160
0.722,0.835,-7.026,0.0517,0.00352,0.0157,0.679,0.283,128.033,4ggVmEvo9FzExPonRRqqIS,219147
0.741,0.762,-7.005,0.0464,0.0489,0.0146,0.113,0.561,127.976,13qQorfXRk2aktlkK1WUXj,200320
0.683,0.678,-6.756,0.0332,0.0107,2.27e-05,0.822,0.45,126.988,1Dj7hbBEco5ZT0DqY7Q2IV,160627
0.755,0.993,-6.435,0.184,0.0108,0.000311,0.178,0.488,133.947,6vVBwOqsm2qOhL8ewESBBu,168793
0.49,0.955,-3.23,0.371,0.00111,0.063,0.0375,0.368,127.963,2Ug4PnkxcwkcL3fhM0B9Xe,171280
0.657,0.965,-6.998,0.0756,0.0655,0.00254,0.698,0.259,129.977,4brtBQaAKwan97CyLNIG6t,171692
0.798,0.676,-10.455,0.0558,0.0119,0.9,0.094,0.891,129.997,52wJfSCcUt8qFkU0KYvQ4S,438013
0.596,0.809,-7.95,0.0411,0.000914,0.139,0.163,0.468,127.975,31gTL5XTmcI4JCSglW5Sda,251707
0.595,0.733,-7.829,0.0665,0.000229,8.55e-05,0.352,0.39,127.99,7jI6ZgxuIsMniEf31TaeD9,169893
0.787,0.537,-12.531,0.0787,0.0052,0.905,0.455,0.079,128.007,1QSTWEdeiR8UbrMjZVSOq4,180000
0.57,0.921,-5.686,0.0266,0.00796,0.442,0.689,0.607,129.007,6I9eRIQ8ZCNM3VPAqYMgkx,208360
0.822,0.879,-10.105,0.0942,0.185,0.314,0.129,0.332,135.651,1HYiVTgxERP2llm0yFzVNj,371493
0.549,0.735,-4.839,0.0574,0.26,1.84e-05,0.0962,0.471,130.022,7mafch6fDbXB2on5mxijln,205200
0.65,0.867,-3.786,0.0434,0.00441,0.000299,0.163,0.74,130.056,0XJ2Ng4XAxKjzpst5drVdm,211600
0.673,0.939,-5.344,0.0964,0.0218,0.884,0.0821,0.0373,130.738,2rVoUSkbUS0dbKrHkZN2mi,357160
0.665,0.919,-5.428,0.062,0.0425,0.367,0.465,0.153,128.019,7sOtNnr0Qv0WN0oWMj64yF,264375
0.589,0.892,-7.191,0.0389,0.0165,0.0122,0.0769,0.588,128.011,6XWIwu69Yu7BwQJzDajYRY,224987
0.586,0.814,-7.041,0.0396,0.117,0.000497,0.581,0.425,131.008,6k8cUsxbFMNoArTr2M0hEA,223520
0.635,0.876,-4.426,0.0884,0.00184,0.00175,0.439,0.884,128.052,6mMeuIonqBIcuzCGY5Soqe,224640
0.596,0.451,-9.468,0.0404,0.64,3.52e-06,0.158,0.486,148.045,5Ikos3uiBfPYAf7EZfz8t3,228133
0.674,0.419,-12.413,0.268,0.747,0.0,0.0797,0.87,150.131,7fs6csqE3EltCrESv6cn0J,144760
0.605,0.662,-6.993,0.0924,0.432,0.0,0.116,0.953,93.771,0m3hiKjI2QGSKxvG732Ekq,162360
0.695,0.924,-4.178,0.0454,0.229,0.0,0.264,0.964,94.827,0rImThhPOV8wtgeyltD6no,232800
0.705,0.337,-14.457,0.343,0.284,3.12e-06,0.0747,0.6,96.556,3C8ULtjiUmTtcpE7QJBZ7G,205200
0.877,0.508,-12.528,0.149,0.509,0.00251,0.107,0.968,151.987,6y5s9BzDRNWNVgJFeAjOld,257787
0.729,0.768,-9.83,0.0557,0.397,0.000925,0.116,0.849,157.884,3ePoh7vNGKOTuzjMNOB7I7,189493
0.582,0.633,-10.843,0.106,0.379,0.0,0.313,0.906,137.384,0QSFBx4LlChEpPlzPLChNJ,174867
0.517,0.646,-10.736,0.092,0.714,1.94e-06,0.132,0.955,111.744,6ItZuqcTniqKVEwENXoDBP,123760
0.668,0.48,-15.788,0.0863,0.33,0.000169,0.0636,0.766,90.919,5JSNcb3MwTxkDH4mrYKnHG,185827
0.547,0.718,-10.075,0.268,0.825,0.000157,0.873,0.927,200.682,68a1PNlHfiQqUlCrUIyOoH,203580
0.851,0.73,-11.048,0.347,0.453,6.34e-05,0.124,0.905,93.698,0NLIFSZxPzQhCwnkn5PJYs,152267
0.502,0.523,-8.665,0.149,0.499,0.000966,0.101,0.587,110.555,06Q1W3dLvNk5Gawy7piDu3,261733
0.532,0.783,-9.537,0.117,0.438,2.61e-05,0.596,0.749,145.984,3v6nNd7zI8EPlHflsy2UtC,195573
0.69,0.613,-11.531,0.0332,0.554,0.0,0.0673,0.919,100.937,4M2j1X47FwMozJrnJHnYNm,97200
0.714,0.497,-13.271,0.292,0.574,0.0,0.0743,0.914,103.871,3Rp4m03mbhlYgIeSWNP9xm,296640
0.479,0.741,-6.196,0.282,0.0585,0.0,0.964,0.647,86.091,4IhgFq4UseWi8RNH7OCZmv,216867
0.512,0.554,-8.041,0.031,0.641,0.00392,0.0744,0.446,121.244,4uEYpkj1LftTpAXpUwqQo0,199667
0.673,0.681,-9.992,0.0501,0.418,1.59e-05,0.238,0.821,111.541,7mkvi46DO25BAkcD9OWrpz,155467
0.508,0.572,-8.028,0.112,0.357,0.0,0.91,0.691,90.437,1w4yf45JnLMKpnE8LDK2mU,153252
0.507,0.225,-21.536,0.0526,0.664,1.37e-05,0.0893,0.704,79.322,6wp1NwIYmuAxwFWeQjc8tm,202113
0.488,0.834,-7.353,0.0893,0.566,0.0,0.53,0.924,123.773,3yOhW3xxKKZYop4kb7OkQC,176400
0.672,0.656,-11.054,0.0938,0.338,0.0,0.09,0.973,99.108,6uWFk6dnLkJRTF705Q5V58,201085
0.66,0.85,-6.456,0.117,0.54,1.46e-06,0.224,0.912,109.32,7zmPKMVz5Tu4HyYPQrlMHa,146667
0.664,0.45,-15.577,0.262,0.613,0.0,0.0625,0.95,104.055,5G74LW4IB7XUaOzpH0VpEz,201667
0.666,0.267,-15.753,0.0568,0.405,0.0,0.247,0.802,92.514,2m7hny9dJ4hnwMPpabhyD8,133693
0.567,0.849,-5.563,0.0611,0.294,0.0,0.0713,0.953,89.024,47FKaWzga6seseEoFQOhoO,164133
0.648,0.74,-9.67,0.208,0.134,0.0,0.0819,0.96,110.994,072JReybalIBM7sUBT690l,305293
0.548,0.589,-13.08,0.0865,0.561,0.0,0.29,0.925,86.859,2SnJmKJAp8fPJ9WV5eqs6g,162667
0.461,0.589,-7.578,0.315,0.189,0.0,0.132,0.964,75.203,0yiDjs2EhuIOGv5nauR7Cb,194547
0.658,0.584,-10.512,0.168,0.573,1.96e-05,0.728,0.845,81.96,77aWqhX9yVfwj2P50AnvKi,185707
0.601,0.777,-9.491,0.0476,0.447,0.0,0.136,0.872,108.966,5zF57pyj4t8LBTChw9QdD4,188160
0.699,0.712,-9.886,0.163,0.271,0.0,0.0527,0.955,93.11,6P71LmKrWTwnGBe4BYK5IG,190107
0.758,0.547,-8.868,0.0477,0.64,0.0,0.271,0.93,90.005,4ke6wCVSdY91iMsIayiMKG,163400
0.705,0.355,-13.347,0.131,0.727,1.35e-05,0.183,0.846,93.388,7Bq17tNAUCLceZQOJMnj3D,158800
0.747,0.556,-7.743,0.0935,0.265,0.0,0.137,0.848,113.717,0DLLQHCiMG1HMljBqFU8KF,144240
0.709,0.52,-10.68,0.143,0.202,0.0,0.162,0.904,85.704,5rsdJ481oIM9OYyrqcEwWt,179120
0.596,0.501,-13.145,0.0344,0.649,0.0,0.346,0.957,160.796,5rcwVk85FLHsELX96A1AJF,207787
0.64,0.586,-10.933,0.0479,0.0939,0.0,0.226,0.767,142.954,00XUAzBDohfNPHityq5E0k,244800
0.743,0.404,-10.102,0.0703,0.381,0.0,0.0782,0.766,139.922,1wnTbrv4oZNYAIEg1KXToa,214253
0.635,0.795,-7.338,0.189,0.393,0.0,0.0822,0.964,104.614,7zjQUpmz0SkAwYiGbzL40F,171293
0.647,0.455,-10.999,0.0407,0.56,1.2e-05,0.122,0.83,168.235,4Zwgxx6ZuJQjE33QHYbO2t,212947
0.652,0.699,-11.067,0.0359,0.348,0.0,0.0749,0.937,88.529,3TzfIww5XpGTFzLHSxS7ho,197467
0.613,0.51,-11.887,0.0309,0.657,0.00124,0.241,0.808,93.139,5Mqmk06j8qOTxXRpJ4uOB6,154373
0.596,0.913,-8.848,0.0401,0.0872,0.0,0.304,0.858,103.841,0fNUUevlqx2mplpNppk90K,221961
0.752,0.53,-11.889,0.186,0.22,0.244,0.105,0.732,99.186,5FqLnbRJUL9GrGVdoBp4mj,143627
0.672,0.52,-8.176,0.0763,0.159,0.0,0.238,0.62,124.492,7LnsgTP6qHkgyZTQXrd7Kr,139973
0.592,0.675,-6.268,0.0448,0.593,0.0,0.124,0.936,92.391,4bZbzlr1NoWOjEUJYHB6ev,192133
0.57,0.731,-9.233,0.0846,0.0582,0.0,0.345,0.94,108.745,09bSOABNg38681JDYTsiDv,180000
0.755,0.611,-9.742,0.0757,0.192,0.0,0.126,0.966,106.789,3yRGkrzJpg7dxsLJkYpt1i,140560
0.634,0.265,-16.483,0.0639,0.727,3.78e-05,0.0766,0.613,87.788,4QwVaenVuc7qokZ9Jc9Spr,154333
0.673,0.416,-11.41,0.0385,0.651,0.0,0.124,0.871,85.969,7gW3883SbE306v3X4pKTWN,246733
0.845,0.686,-10.859,0.126,0.753,2.1e-05,0.134,0.842,120.033,3Yugu3Z6fUcFktCG5O6B5b,176573
0.563,0.483,-13.49,0.072,0.705,0.0,0.0968,0.852,80.84,5zvO7MrXRiLgwzhZKN56cm,213293
0.474,0.492,-9.896,0.0505,0.532,0.0,0.143,0.728,91.744,5zPrhDGuaBGLeDkj6qme02,256080
0.732,0.736,-7.432,0.145,0.219,0.0,0.227,0.966,112.053,0hAuDWUZfuhnuyIKyk6ajv,304733
0.803,0.472,-13.333,0.0616,0.109,0.00218,0.118,0.859,82.073,2iHyA0MYVPWRkPXYXEso7V,192227
0.716,0.599,-14.892,0.365,0.502,0.0104,0.103,0.967,91.655,5SOKObsm1zwSbEENEhfQYo,174000
0.706,0.711,-5.989,0.107,0.484,0.0,0.183,0.938,114.628,2Co2GQ3XPmFEYpQJnOTNPX,216933
0.523,0.482,-10.863,0.0762,0.343,0.0,0.349,0.6,84.413,4rbDPCcShDfObgY5ka7gHL,310773
0.632,0.848,-8.142,0.224,0.494,0.0,0.0841,0.778,105.135,3cVSl7SF1BNnCYUR3WYKd8,275467
0.63,0.508,-13.238,0.0587,0.384,0.0,0.121,0.918,113.122,1LUL95mWeAqJExfFImkub9,189080
0.499,0.591,-12.388,0.328,0.737,1.51e-06,0.153,0.898,88.87,1zfBziQKLHIcXSw6U7fbrx,210600
0.813,0.506,-9.129,0.295,0.69,0.0,0.421,0.824,126.942,12vWosyUyn1OYmKBkWRj1w,189040
0.723,0.524,-13.229,0.147,0.437,0.000137,0.305,0.856,96.305,5NXgWZ8BHXmy06uuFP9w2W,150893
0.652,0.535,-12.21,0.0386,0.908,5.26e-05,0.117,0.961,99.097,3TBy6We8pwdcLeFNt0ahKA,139267
0.725,0.477,-8.704,0.188,0.101,0.0,0.0954,0.702,110.199,3SLfDGY3UqESBUEdd7K2Ev,240640
0.557,0.633,-7.905,0.0341,0.515,0.0,0.089,0.653,126.93,5tNeqDocqM9bfagx3jEtd9,243053
0.793,0.42,-8.817,0.138,0.131,0.00136,0.114,0.721,104.175,7f1jaIAFffaCl5Hs49HZAG,159427
0.618,0.877,-7.285,0.172,0.0926,2.47e-05,0.0736,0.898,124.77,0i3M4dh0eIigfk4fsYPNlm,180933
0.619,0.529,-11.65,0.0588,0.379,0.0,0.262,0.895,79.149,7nzrhGws2UVvHXWIiDQHpo,202524
0.672,0.786,-9.381,0.256,0.799,0.00432,0.102,0.888,123.648,25HD49CToA0SUAdsz2QdtF,185813
0.676,0.421,-14.418,0.127,0.499,1.9e-06,0.164,0.897,80.136,26AEThFFzttojUmMlmGwNN,155000
0.742,0.655,-9.615,0.0696,0.872,0.000182,0.142,0.845,113.951,7Fpa5YcWRvaYfwNyGjnAqQ,194427
0.793,0.617,-8.953,0.107,0.0732,8.66e-05,0.141,0.323,112.001,76gxg0ZNq873zRgVHEAIR9,185707
0.477,0.433,-6.473,0.0247,0.689,0.000195,0.151,0.611,82.52,1kPBT8S2wJFNAyBMnGVZgL,156653
0.427,0.626,-11.821,0.0385,0.0274,0.00395,0.106,0.743,126.877,1a2iF9XymafjRk56q7oCxo,219587
0.598,0.735,-10.882,0.0973,0.44,0.000215,0.681,0.615,111.129,58PSYdY0GFg0LFb2PxYk4T,321133
0.547,0.46,-8.759,0.0256,0.344,0.442,0.0983,0.543,90.768,4NQfrmGs9iQXVQI9IpRhjM,324733
0.565,0.526,-11.352,0.0365,0.0339,0.000119,0.11,0.637,167.936,2wnjZXcAT3rCjjqxLeHjv7,204333
0.441,0.455,-14.207,0.0485,0.62,0.00187,0.135,0.918,160.9,2Mr1bGI2E10K7Mt1UJZ6Mw,152351
0.661,0.342,-16.361,0.043,0.844,0.000128,0.26,0.588,146.118,2HUZVffVPXvqnrml0gXggp,188400
0.518,0.376,-18.248,0.0431,0.933,0.86,0.0976,0.744,158.089,4qYHnP5AmKzXbJhciPV8si,233560
0.676,0.334,-10.572,0.0508,0.862,0.0,0.32,0.867,158.0,4KMXlzvtC8xjLseDqDjpeU,162040
0.277,0.479,-8.483,0.0495,0.585,0.0224,0.16,0.483,53.905,3XxBSvDZKH5YvZZjTpn6eR,230360
0.711,0.483,-11.211,0.0298,0.434,0.012,0.0284,0.884,91.652,3ocm1Cf1Dk1ODrdBdybh82,169998
0.321,0.625,-5.219,0.0302,0.491,5.08e-05,0.345,0.777,107.338,1yKah8BCP3Vgq2tPBOLKL0,212600
0.572,0.348,-13.454,0.0294,0.44,0.000721,0.235,0.34,73.304,5MTsZG10E0hTvAkdioyPnw,275267
0.56,0.241,-15.385,0.0314,0.593,0.195,0.122,0.341,79.537,5x7Oxaa9EEIx9nw17CC5yW,293733
0.542,0.502,-10.607,0.0515,0.195,0.00812,0.174,0.948,174.11,3E0VKSvZp76kvBU2WwwBul,289560
0.69,0.584,-8.864,0.0746,0.47,2.46e-05,0.297,0.809,118.017,35X1ucjCm7rHK80qJ413ci,179693
0.595,0.525,-11.582,0.0499,0.3,3.15e-05,0.197,0.826,124.569,0h06YSqzwbAU9ZDuIvw8pk,192200
0.563,0.542,-10.862,0.0962,0.706,3.59e-05,0.355,0.785,133.285,5Oc0vLGWdEWeCqIU8zyELt,181000
0.513,0.546,-15.672,0.0391,0.333,0.0,0.17,0.834,85.527,760clbeDBWmBsBLbszWuNZ,164547
0.303,0.648,-6.795,0.0512,0.642,0.053,0.407,0.644,170.379,2ROJOb98GorxStuOuZWcGd,412960
0.775,0.499,-7.181,0.0415,0.496,0.0219,0.114,0.862,121.056,6f3OYG5R630tjwFIHIE7j2,232707
0.353,0.921,-5.64,0.0758,0.0488,0.065,0.314,0.526,145.589,2FtX5tOFUVOyjcGQiuGR8f,271653
0.548,0.874,-10.147,0.0463,0.279,0.0463,0.173,0.966,172.129,5MVMARaMoclifNmBtPu0dD,141933
0.64,0.496,-11.124,0.0413,0.616,4.63e-05,0.183,0.954,116.632,2Qj1FilGsXITZbFVmVeoLy,253333
0.792,0.495,-11.603,0.0527,0.239,0.00175,0.074,0.719,118.066,2bIfM0ZOF4gxK1BeqH3Djm,517400
0.779,0.155,-21.57,0.112,0.856,7.82e-06,0.0974,0.696,103.251,31GIhpOQpKCzlnuPn03pBQ,192707
0.713,0.281,-11.057,0.0379,0.137,0.0258,0.111,0.397,148.301,6kucNn22HB0qb2ZPa1BrNl,318840
0.449,0.412,-7.19,0.0297,0.581,7.01e-06,0.452,0.432,144.185,2mVp83pLkWJN03Ha8Txydf,178440
0.679,0.367,-6.946,0.0534,0.857,0.0181,0.103,0.406,148.959,7mNFrf8IfgaWMFCz64CtK4,189640
0.294,0.736,-7.961,0.151,0.282,0.0418,0.102,0.753,208.576,3YGsgJqtIWKjMjZtKLk11Z,314880
0.648,0.544,-8.963,0.179,0.343,2.93e-06,0.087,0.619,153.063,1cXc92MX9kFjMrrDsvdf9w,182827
0.457,0.412,-11.138,0.0369,0.0516,4.35e-05,0.275,0.44,129.423,6y5eBHh57iYViDkK4Hn6R7,172693
0.872,0.384,-16.204,0.0388,0.418,0.317,0.0687,0.938,102.597,4c0Mgs559lG4sPiEC3XcxY,515000
0.633,0.625,-10.951,0.0436,0.492,0.000418,0.204,0.841,103.355,4Gia17DzXBhYFbYiJj6SyW,147800
0.639,0.496,-6.844,0.0375,0.713,0.254,0.0545,0.467,140.394,1TRIYxcVJYPki5AX2hZzZT,445533
0.678,0.612,-9.764,0.0339,0.101,0.318,0.164,0.857,118.381,0RTjFVHvqjTdpX2NawwyXI,216627
0.537,0.695,-9.88,0.0377,0.00393,0.188,0.084,0.77,131.307,1HRx7dciQYCv76XvbBDAGM,295693
0.706,0.539,-15.047,0.122,0.829,0.000169,0.419,0.89,125.127,0PUWmPna5P0hKtSwXWin9o,199734
0.73,0.235,-15.276,0.0355,0.527,0.0112,0.0663,0.624,87.226,3gg0xEc2b4eEbYySLmfFU1,247373
0.294,0.611,-6.268,0.0348,0.0226,0.435,0.114,0.567,178.191,1cRTAPP2FG9h2WiYMOIVIK,166400
0.566,0.657,-10.33,0.0693,0.751,0.896,0.156,0.643,145.359,57W5o6ojTFtydDMZ0mDDB3,164893
0.56,0.73,-5.69,0.0362,0.219,0.144,0.179,0.963,151.594,2r6Ve8kNEzqg3u45UL0muX,194667
0.629,0.0192,-19.952,0.0833,0.989,4.3e-05,0.106,0.335,169.254,61K6lqGyrl2Aerk0LjAZem,188160
0.556,0.567,-11.426,0.0333,0.0581,0.00143,0.0907,0.858,141.345,2hv2NiSq8p4pgL28pxcqAJ,227751
0.378,0.756,-11.073,0.0673,0.436,0.0351,0.867,0.838,131.577,1sxtxIKhRiQwuGpUwHoEHq,255600
0.621,0.519,-13.328,0.102,0.837,0.00246,0.162,0.775,117.005,36ccrof5DFicLrejE4hEye,167267
0.705,0.483,-12.209,0.0542,0.15,0.0265,0.202,0.713,122.863,2Cg3GUkhjX96nO4p2WRlIa,181786
0.584,0.278,-18.566,0.0312,0.55,0.21,0.255,0.75,81.712,3Gq3uFAdJltar4ddwboPby,215027
0.447,0.464,-11.622,0.12,0.807,0.000118,0.249,0.62,175.465,5goa9CsIDXc9G0Df9dL9ft,431853
0.84,0.412,-14.23,0.056,0.0217,0.784,0.041,0.963,122.807,0WvSYVnEXD7QLa5pDJ920S,156398
0.686,0.593,-10.078,0.0597,0.468,2.19e-05,0.352,0.946,92.82,7p5Xpx7dd9wSPJF4Q4Nfbu,159707
0.519,0.779,-9.159,0.0648,0.573,8.13e-05,0.286,0.888,113.487,65VzqBb5ogD2xIFD8jetMG,173040
0.523,0.568,-12.584,0.0751,0.652,0.00534,0.1,0.813,135.448,79lwbvYgFFw3eNbBx4bBRw,259760
0.303,0.492,-10.716,0.039,0.197,0.63,0.288,0.677,200.018,1ekio2Gk6WycLArAUJZfxM,414960
0.767,0.496,-11.399,0.0307,0.237,0.0723,0.0853,0.751,110.932,6tilCYbheGMHo3Hw4F22hF,252133
0.606,0.301,-11.402,0.0423,0.545,0.00194,0.0419,0.457,100.979,1i7nQGgwloILcp6ZftH2Qa,183027
0.502,0.753,-9.625,0.0395,0.142,0.00824,0.0891,0.927,122.656,2XBeWZJeIojOrFOfVvn2dF,367533
0.469,0.236,-16.981,0.0364,0.407,0.0434,0.215,0.415,82.232,2PcbVKT28p9mOlWBDL371J,399173
0.397,0.684,-5.843,0.0722,0.0742,0.0293,0.0689,0.72,180.523,227N0C668UQBiN3T4HFzoQ,334400
0.554,0.49,-8.725,0.0267,0.736,0.00728,0.327,0.578,67.591,0tYJ6uY0ETQOtOM8KySMSp,232453
0.566,0.424,-8.689,0.0392,0.669,0.00456,0.175,0.431,105.768,7pzDaHQx6WFWtdx9PLPxcx,163440
0.433,0.7,-8.197,0.163,0.843,0.324,0.102,0.8,80.623,73GEVn1tqk9bn0KbtWsiqj,176186
0.593,0.464,-16.925,0.0374,0.509,0.000214,0.166,0.763,113.001,6ECnAHxGQilDe32zQqfdz3,316667
0.641,0.905,-6.805,0.0542,0.0962,0.00309,0.114,0.789,107.955,3kkCpDqhrOEBf0eOR2igEE,214520
0.693,0.454,-10.275,0.03,0.417,0.000315,0.156,0.914,112.214,2uDIGXUD5hLdM7wzyl1PaR,183133
0.638,0.738,-9.563,0.0271,0.0315,0.000634,0.211,0.816,104.098,44s75M70lhq25s3CiW0pxq,304600
0.636,0.668,-6.857,0.0568,0.749,0.00121,0.0555,0.666,94.668,6KSa2Y1HnG0XlPQfEN4Xgi,189133
0.5,0.638,-7.262,0.0461,0.125,0.0285,0.199,0.746,122.621,512gC8sU5PxZAFrskHEfzk,239267
0.49,0.338,-13.657,0.2,0.472,4.31e-06,0.109,0.463,140.533,5KZrHPwscBkXturVJCJlM4,362400
0.489,0.747,-8.295,0.101,0.0655,9.82e-05,0.0422,0.626,109.799,01noJYGB8kT65mi8Pc2Ola,274440
0.707,0.681,-4.325,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,0yLdNVWF3Srea0uzk55zFn,200455
0.644,0.735,-5.747,0.0391,0.0521,0.144,0.161,0.418,88.98,1Qrg8KqiBpW07V7PNxwwwL,153947
0.778,0.632,-5.6,0.0493,0.274,0.0,0.0915,0.498,122.104,4nrPB8O7Y7wsOCJdgXkthe,218289
0.696,0.809,-8.254,0.05,0.252,0.000128,0.248,0.857,132.962,6AQbmUe0Qwf5PZnt4HmTXv,131013
0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,4Dvkj6JhhA12EX05fT7y2e,167303
0.712,0.463,-7.399,0.0797,0.011,2.96e-06,0.301,0.206,131.199,0NZPBYD5qbEWRs3PrGiRkT,156943
