danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.727,0.552,-8.074,0.14,0.227,0.000164,0.198,0.607,168.189,0ARK753YaiJbpLUk7z5yIM,289160
0.967,0.583,-5.562,0.0789,0.0584,0.0,0.0519,0.964,117.0,0O45fw2L5vsWpdsOdXwNAR,242733
0.603,0.834,-5.766,0.0417,0.0411,0.00609,0.105,0.376,89.957,4bJygwUKrRgq1stlNXcgMg,214440
0.662,0.507,-8.238,0.118,0.257,0.0,0.0465,0.676,86.412,68vgtRHr7iZHpzGpon6Jlo,223440
0.704,0.558,-7.273,0.0542,0.148,0.0,0.107,0.245,110.444,2tJulUYLDKOg9XrtVkMgcJ,222091
0.452,0.574,-8.336,0.31,0.246,0.0,0.189,0.58,92.791,6brl7bwOHmGFkNw3MBqssT,207187
0.494,0.842,-4.784,0.0843,0.00579,0.0,0.122,0.574,162.011,2TfSHkHiFO4gRztVIkggkE,229093
0.762,0.661,-6.075,0.0687,0.15,0.0,0.256,0.769,130.009,1hGy2eLcmC8eKx7qr1tOqx,225373
0.727,0.68,-4.498,0.0286,0.0101,0.0,0.0821,0.728,132.012,6cmm1LMvZdB5zsCwX5BjqE,212507
0.217,0.905,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95,5wQnmLuC1W7ATsArWACrgW,311107
0.74,0.783,-5.367,0.0427,0.0297,0.000308,0.123,0.812,100.011,5BSclXJTa9B0iURhUjZo50,212893
0.632,0.856,-3.463,0.0348,0.0624,0.0,0.347,0.867,119.397,3Fzlg5r1IjhLk2qRw667od,232693
0.7,0.709,-5.006,0.0838,0.0048,0.0,0.029,0.624,122.019,1gv4xPanImH17bKZ9rOveR,202960
0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,10Nmj3JCNoMeBQ87uw5j8k,282160
0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,6FB3v4YcR57y4tXFcdxI1E,219720
0.693,0.729,-2.99,0.378,0.171,0.0,0.07,0.521,117.848,6etwirSInfuJrSOlogS6Sh,284733
0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,1jJci4qxiYcOHhQR247rEU,302840
0.851,0.806,-4.62,0.0787,0.118,1.64e-06,0.121,0.787,118.999,5R8dQOPq8haW94K7mgERlO,237200
0.758,0.712,-3.781,0.112,0.0185,0.0,0.0677,0.795,149.998,2q4rjDy9WhaN3o9MvDbO21,193387
0.534,0.87,-3.078,0.0425,0.000334,0.0,0.241,0.462,126.019,0JiY190vktuhSGN6aqJdrt,215160
0.739,0.511,-7.844,0.0362,0.167,1.34e-06,0.133,0.542,96.038,2nGFzvICaeEWjIrBrL2RAx,215360
0.72,0.808,-5.627,0.0379,0.00793,0.0293,0.0634,0.869,126.041,49X0LAl6faAusYq02PRAY6,307154
0.622,0.961,-3.198,0.154,0.00523,0.0,0.0854,0.449,114.452,0a7BloCiNzLDD9qSQHh5m7,180267
0.892,0.714,-6.055,0.141,0.201,0.000234,0.0521,0.817,100.972,1AWQoqb9bSvzTjaLralEkT,267267
0.713,0.678,-3.525,0.102,0.273,0.0,0.149,0.734,138.009,7H6ev70Weq6DdpZyyTmUXk,271333
0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,5Q0Nhxo0l2bP3pNjpGJwV1,202067
0.496,0.682,-4.095,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,5GorCbAP4aL0EJ16frG2hd,262333
0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,5VGlqQANWDKJFl0MBG3sg2,230760
0.888,0.632,-3.872,0.219,0.19,0.0,0.101,0.662,91.979,2NBQmPrOEEjA8VbeWOQGxO,266067
0.672,0.82,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,3NZJlJemX3mzjf56MqC5ML,278573
0.467,0.988,-3.313,0.112,0.000152,0.0484,0.28,0.321,130.433,70wYA8oYHoMzhRRkARoMhU,220427
0.487,0.9,-4.417,0.0482,6.79e-05,0.0,0.358,0.484,149.937,00Mb3DuaIH1kjrwOku9CGU,204000
0.546,0.814,-5.146,0.0314,0.023,0.0,0.0972,0.146,104.98,3ZffCQKLFLUvYM59XKLbVm,285653
0.724,0.695,-5.226,0.0622,0.073,0.0,0.0889,0.235,139.0,4fixebDZAVToLbUCuEloa2,224400
0.763,0.803,-3.713,0.0351,0.0709,0.285,0.348,0.561,103.04,3FtYbEfBqAlGO46NUDQSAt,229640
0.375,0.862,-3.363,0.255,0.071,0.0,0.211,0.478,159.841,3jlbL2OTD5YmIunYzgQTAN,338853
0.706,0.8,-6.333,0.0399,0.00584,0.0,0.0822,0.629,100.011,3U5JVgI2x4rDyHGObzJfNf,259333
0.453,0.655,-4.22,0.0259,0.0794,7.61e-06,0.0849,0.368,172.012,0ll8uFnc0nANY35E0Lfxvg,236160
0.673,0.683,-5.693,0.115,0.522,0.0,0.235,0.713,171.86,34ceTg8ChN5HjrqiIYCn9Q,232000
0.602,0.905,-4.046,0.0775,0.000202,0.064,0.117,0.411,128.019,4VqPOruhp5EdPBeR92t6lQ,304840
0.956,0.745,-4.753,0.12,0.206,0.0,0.0615,0.912,107.075,04KTF78FFg8sOHC1BADqbY,228240
0.557,0.533,-6.817,0.0252,0.0492,0.0,0.205,0.233,143.994,3NLrRZoMF0Lx6zTlYqeIo4,238733
0.768,0.82,-4.63,0.0474,0.179,0.0,0.689,0.625,129.965,2V4bv1fNWfTcyRJKmej6Sj,213293
0.745,0.219,-11.216,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,1zNXF2svmdlNxfS5XeNUgr,186251
0.366,0.94,-5.119,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,5FZxsHWIvUsmSK1IAvm2pp,255627
0.675,0.479,-9.87,0.0278,0.633,1.76e-05,0.088,0.454,81.998,0vg4WnUWvze6pBOJDTq99k,209493
0.85,0.7,-6.49,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,3Gf5nttwcX9aaSQXRWidEZ,291782
0.554,0.932,-3.424,0.0485,0.00154,0.000142,0.425,0.478,112.49,1vcxF91pWs9uNwDROuiCPB,242280
0.649,0.647,-7.695,0.0452,0.0039,0.161,0.0686,0.405,125.02,3850dYVgOFIXJh5U4BFEWH,337733
0.699,0.812,-6.005,0.0377,0.0164,0.000763,0.105,0.662,138.185,4dyx5SzxPPaD8xQIid5Wjj,276693
0.508,0.72,-5.908,0.0628,0.272,0.0,0.0563,0.472,79.983,4JehYebiI9JE8sR8MisGVb,261640
0.423,0.714,-8.295,0.045,0.00113,6.28e-06,0.0855,0.593,110.017,1AdYZ6X00nXmO613Y7GJOl,227250
0.628,0.676,-5.911,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,0VwNdo84DaVYLIkbVO86ND,193147
0.638,0.656,-5.886,0.0357,0.188,0.0,0.146,0.225,104.036,7wZUrN8oemZfsEd1CGkbXE,262467
0.766,0.563,-7.516,0.0339,0.0263,0.683,0.115,0.964,126.007,3E7ZwUMJFqpsDOJzEkBrQ7,230640
0.607,0.934,-4.217,0.0314,0.0327,0.0,0.0909,0.568,122.01,7ElF5zxOwYP4qVSWVvse3W,201547
0.72,0.672,-6.852,0.0551,0.009,0.0,0.232,0.705,124.986,3GpbwCm3YxiWDvy29Uo3vP,204640
0.74,0.766,-2.939,0.178,0.116,0.0,0.0406,0.807,170.531,7FDV5ELOJHCGLe52AnttEd,235133
0.908,0.557,-4.243,0.107,0.242,0.0,0.0709,0.897,90.032,3RmKpob8xzv1pzHEQrMJah,230133
0.558,0.719,-5.113,0.0267,0.0367,0.0,0.115,0.371,112.027,5QpaGzWp0hwB5faV8dkbAz,208600
0.451,0.97,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444,1f2V8U1BiWaC9aJWmpOARe,216933
0.625,0.85,-3.904,0.0495,0.346,0.000233,0.174,0.633,94.661,25FTMokYEbEWHEdss5JLZS,241667
0.621,0.82,-4.865,0.0367,0.332,0.0,0.104,0.452,144.905,22PMfvdz35fFKYnJyMn077,230192
0.772,0.371,-5.743,0.0348,0.744,0.0,0.167,0.684,96.574,6nLvaCZFR1wEzW3sIKpsnr,233733
0.884,0.657,-4.569,0.0977,0.00589,0.0,0.154,0.489,107.059,0N3W5peJUQtI4eyR6GJT5O,234693
0.649,0.815,-3.796,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,455AfCsOhhLPRc68sE01D8,230747
0.56,0.959,-2.433,0.102,0.000722,0.000221,0.209,0.669,163.983,45hOioMDJktr86iKDHC8gr,216600
0.791,0.733,-5.215,0.052,0.147,0.000381,0.0713,0.761,114.98,7jk7gqyEonmVVYahZN5zhW,192360
0.628,0.882,-5.024,0.0323,0.259,0.0,0.065,0.853,95.083,2T3jgoAMbBXiMMD8pSc6QL,184413
0.557,0.8,-8.477,0.0601,0.00132,0.0012,0.0906,0.582,135.47,1sTsuZTdANkiFd7T34H3nb,245373
0.599,0.785,-4.013,0.0309,0.448,0.00336,0.151,0.52,140.046,0mUyMawtxj1CJ76kn9gIZK,233640
0.611,0.95,-3.509,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,4eAwB5pnKFTmsgc3zWoYO0,193893
0.638,0.877,-4.449,0.0302,0.0771,0.0221,0.364,0.743,139.052,52LJ3hyknOijCrE5gCD0rE,242053
0.796,0.798,-6.312,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,6zSpb8dQRaw0M1dK8PBwQz,202735
0.736,0.906,-7.589,0.048,0.164,0.585,0.106,0.698,137.001,39JofJHEtg8I4fSyo7Imft,226627
0.739,0.586,-5.079,0.0472,0.0245,0.000252,0.308,0.444,124.026,1bgKMxPQU7JIZEhNsM1vFs,142677
0.578,0.912,-3.929,0.114,0.0166,0.00362,0.273,0.68,127.87,40SBS57su9xLiE1WqkXOVr,177525
0.687,0.818,-4.221,0.0778,0.0112,0.0,0.248,0.886,125.952,7MIhUdNJtaOnDmC5nBC1fb,165753
0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,1RF02Cf80mTaeNXG2P2boR,155253
0.763,0.782,-4.541,0.0346,0.182,7.08e-06,0.293,0.502,127.034,3sa06xVNmLLYIxdNNmVQN8,177689
0.73,0.907,-3.72,0.0606,0.0921,0.114,0.23,0.249,120.968,2cSdAkzAf2T4j4aLvx4LLz,111074
0.665,0.738,-5.931,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,3nEHrvNNtgLv9rneTAYVr4,214071
0.643,0.585,-5.994,0.0369,0.225,0.0,0.0927,0.188,106.015,21H0pUV2uPIPcFnFhgTBjo,216873
0.621,0.747,-5.084,0.0337,0.222,0.000194,0.147,0.426,124.015,3LEgGAl9zLcQWGTp7ptqtQ,188894
0.636,0.936,-2.65,0.0729,0.177,0.0,0.0879,0.415,124.034,4qtdkdTY1t3RmlmSbWykzR,171955
0.539,0.708,-6.189,0.0976,0.0129,0.0,0.14,0.381,123.039,0JpEMzTHbt2zBIXrntrXzG,186141
0.733,0.96,-3.597,0.0295,0.0514,0.00199,0.287,0.811,124.01,0vR2rIVORmgeKiGIgNT0fV,189672
0.686,0.892,-3.186,0.0498,0.0577,7.11e-06,0.0838,0.752,126.03,2LxdNADWier3MKTei8FbOY,157206
0.643,0.714,-5.504,0.0486,0.00444,2.85e-06,0.146,0.205,120.027,1GL7vwDnPqCnJ2xGNxNLwG,132417
0.75,0.797,-4.826,0.118,0.293,0.0,0.392,0.523,105.949,4RAR8g8fZNB106ezUurnE0,215203
0.601,0.879,-2.673,0.0353,0.0313,0.0,0.0793,0.589,124.013,6oYXbji1rn7U6bFuNYekpQ,188732
0.821,0.781,-4.465,0.0397,0.00563,0.0191,0.0403,0.434,137.017,4iAADGCKIR9GkLGvAHfZUS,133213
0.878,0.875,-4.923,0.0658,0.0507,3.42e-05,0.356,0.84,124.006,7g7OshelYRRnOSEMmisJVI,189880
0.768,0.896,-3.501,0.0969,0.0152,0.0,0.0412,0.829,109.959,5PQFmB2xhRkJTUWDKccBoP,170000
0.786,0.718,-6.292,0.04,0.00519,0.000977,0.127,0.525,123.951,102rhgJ5PEFt62e0PumSF2,166573
0.534,0.714,-6.347,0.0629,0.00633,0.0,0.0879,0.415,125.99,6bp0sJ0l3Ab3ZU0aktsYCf,201701
0.678,0.931,-5.813,0.0867,0.00159,0.0275,0.091,0.346,130.021,2sLVs5iX0osogh4jcsAJkv,201231
0.817,0.876,-7.485,0.046,0.0332,0.199,0.412,0.671,131.022,0hJfuyUwtEYMlGgvr3nzz9,289472
0.773,0.74,-8.169,0.0386,0.0627,0.00183,0.0829,0.504,124.014,4CUX44NA1CPEzd0ibMLQsL,197473
0.706,0.77,-6.224,0.0653,0.397,1.84e-05,0.209,0.967,117.075,5kyJ6sznnWACqHbw65p34Q,158549
0.679,0.762,-4.253,0.0316,0.00469,0.23,0.0446,0.511,105.407,0L3XCv9i9IHs8cJEVhsJ3J,357936
0.69,0.847,-4.565,0.0374,0.0145,0.041,0.0777,0.49,124.015,1ap4zdsBydWPSXJqDBqtNL,152224
0.596,0.743,-4.149,0.0302,0.0696,2.37e-06,0.202,0.531,125.883,3wfNiPBrzDwuanE75Ar6pS,158807
0.706,0.914,-5.668,0.0615,0.19,0.0,0.0886,0.299,124.03,2ntTfXxuIi3jlePOKSz26N,178065
0.594,0.64,-6.865,0.033,0.0169,0.0,0.135,0.492,92.871,6y6xhAgZjvxy5kR5rigpY3,170457
0.716,0.853,-3.254,0.03,0.00812,0.000268,0.154,0.593,124.014,6p8uRRGziFLcA3QDvWxEPM,178294
0.8,0.771,-6.638,0.123,0.0531,0.0,0.229,0.886,118.991,4WIaDYUIlXsHi4yMF596aI,218476
0.662,0.794,-4.239,0.0533,0.171,0.0,0.0883,0.641,104.951,3pBv3LfvfPft2TqHleqKHo,192000
0.788,0.945,-5.091,0.0599,0.223,2.97e-06,0.115,0.466,128.036,50ZFpw2wS6ERvLmW8TINhq,168053
0.697,0.836,-5.005,0.0437,0.133,4.46e-06,0.0754,0.631,121.977,7dk9EBvTbbKBbFxjCAJpwK,190772
0.657,0.816,-4.819,0.168,0.101,0.0,0.137,0.584,120.092,4xWyU0pUsm25vh4v4omUkC,140018
0.677,0.732,-5.028,0.031,0.0113,0.227,0.0978,0.242,126.018,587xXusqiMW9gSXkNK8Zxf,171548
0.692,0.856,-2.963,0.0351,0.0746,1.15e-05,0.153,0.963,125.99,0QZyAYqpbsfnBfZ4vMRSVd,171905
0.728,0.95,-4.216,0.0977,0.0055,0.00386,0.33,0.812,124.003,2hLczPN5CH5qhc6J4WBJHs,224516
0.648,0.724,-5.189,0.0263,0.0198,0.0,0.15,0.382,125.014,3ng7epefERNazaZkkbwLdq,162954
0.624,0.966,-3.155,0.041,0.0729,4.84e-06,0.181,0.758,124.984,5MnmuLgPmsAFkmG5n85cna,182463
0.727,0.822,-4.481,0.0471,0.0698,0.000175,0.408,0.855,118.092,4KqA0GwEKbc96WyfIZn3SV,162787
0.772,0.535,-11.221,0.034,0.147,0.133,0.109,0.913,131.988,1J3C8kdqUckBrTtgttm0AA,191053
0.812,0.796,-10.548,0.0356,0.00826,0.921,0.365,0.961,125.976,5krhFNgUcYHwXlNPJJYzFM,249679
0.53,0.807,-5.348,0.147,0.000532,2.75e-06,0.496,0.263,127.991,1Kmth9jEjaymopjSRBmtkz,153197
0.688,0.91,-4.496,0.0456,0.00286,1.07e-05,0.129,0.77,119.024,1BXAyGazbybUVNQ0VmGsdl,234493
0.657,0.653,-8.525,0.0258,0.0568,0.000142,0.321,0.624,111.974,5XPo15e5ICs6NvSMn44pTF,148822
0.673,0.839,-6.787,0.0373,0.0177,0.416,0.126,0.24,125.03,5OLSGox6JVpAyEQuoSYRcs,188160
0.648,0.775,-4.798,0.0694,0.0561,0.0,0.444,0.371,128.072,46E2xeKBLrxS8hJ37Gq35G,217266
0.777,0.737,-5.86,0.0351,0.0421,0.379,0.0265,0.891,123.993,7uGpUhy4uf2UrHH7TyhM6C,232625
0.648,0.795,-5.67,0.0433,0.0275,0.0,0.113,0.364,100.032,326yOKaTPs91elL1KW794F,211011
0.537,0.964,-2.677,0.0552,0.018,0.00138,0.16,0.509,125.992,2w1rG2MPE4vF77znvevuz5,208254
0.624,0.94,-3.671,0.163,0.000983,0.00409,0.313,0.882,128.014,20b1ZBMGOZjuGvNFncIIP7,146849
0.61,0.765,-4.914,0.172,0.175,1.05e-06,0.0914,0.243,125.028,6a8LfgC5aAaHNhsQcGQY1r,312226
0.639,0.878,-4.041,0.091,0.00937,7.31e-06,0.115,0.842,124.994,0KF938333oCvIXDxe72K44,167298
0.865,0.752,-6.565,0.053,0.0409,0.0,0.185,0.922,117.981,3qiC3jOnRNvOxD4m0erBRs,134746
0.687,0.924,-7.324,0.0361,0.0707,0.228,0.046,0.931,126.018,1Rnx52PUuhrLrj306hOZHb,271240
0.738,0.936,-3.451,0.219,0.00151,0.707,0.617,0.27,127.022,5jOhS3S7vTj9yQ4UmEk8qj,145984
0.831,0.632,-5.727,0.0421,0.00838,0.00247,0.0962,0.419,120.01,67uiBfnqH39zmGWU63NxhS,192614
0.853,0.804,-4.829,0.0497,0.0323,1.54e-06,0.177,0.29,120.03,1gRBmiwyf7vRj2MNRvngqQ,188000
0.692,0.846,-5.72,0.0559,0.0194,2.91e-05,0.324,0.827,124.007,3FN7IJMnUMWZXDw08ix3ot,203947
0.569,0.85,-3.914,0.0369,0.0148,0.0,0.245,0.551,122.042,2gZwBmkSmsVfEPFWGuWTDk,215201
0.631,0.942,-2.98,0.0373,0.0155,2.31e-06,0.0931,0.451,124.944,69wzXH2xyoQCaMydQ45rUt,146707
0.6,0.845,-3.695,0.042,0.0238,0.0,0.434,0.378,125.027,67khZBWjxlHg85xcwdySjS,144136
0.776,0.614,-7.666,0.0488,0.18,0.0,0.109,0.43,120.003,7kEh6jNlJOAhC0lv6XV3iw,209013
0.672,0.881,-3.142,0.0447,0.0588,0.0,0.406,0.68,122.012,0DfQV2Ri0l83o7Nbzm45vQ,177213
0.681,0.727,-8.106,0.0547,0.000708,0.000197,0.398,0.551,124.997,2GAIcRjMNkAiLaoXbNm0VW,165120
0.563,0.83,-3.765,0.0365,0.022,0.0,0.127,0.41,129.948,2KTO4mRnARHCqXhV8f6MBj,175385
0.75,0.85,-5.925,0.0501,0.0451,0.00351,0.559,0.877,122.04,7sMYJtxTHZKCDr48rAoA4J,232745
0.601,0.832,-5.471,0.139,0.0284,0.0,0.477,0.409,138.061,2c0dsTO43eKPOjdNvcgkkj,160870
0.728,0.657,-5.329,0.042,0.0696,3.41e-06,0.0855,0.772,122.079,4R4gOp9ybG85RqbrY7JELc,169672
0.764,0.84,-4.311,0.0596,0.00834,0.0777,0.0911,0.67,126.03,7qhFWlQpahKJT9LcL6qTH4,131474
0.653,0.978,-4.868,0.0589,0.0151,0.714,0.309,0.756,122.017,1BMFet4vUoOgpLYIl3kVMQ,208545
0.713,0.81,-5.108,0.0457,0.115,0.0,0.0527,0.747,124.036,7kG1Lv9NFFtvvUeyYHLG7R,182653
0.584,0.955,-4.197,0.0507,0.101,0.00243,0.092,0.486,128.04,0KG7XrgM20KEmJrKsyFDAm,234375
0.688,0.662,-5.57,0.0441,0.0971,1.34e-06,0.172,0.549,115.106,6VYIVgVqEIwzRwpJz5rMa4,174100
0.67,0.73,-4.677,0.145,0.0742,0.00104,0.145,0.367,123.978,19awxNpyrGWGkM6wT6ULEi,216774
0.683,0.977,-2.582,0.106,0.00372,0.0109,0.166,0.884,129.996,5zA3gMIFlgnhNQj39GcTqE,180639
0.558,0.715,-5.231,0.0375,0.0667,0.0,0.097,0.297,127.001,4UQy41kC5LjzwQuiuWOpwA,202671
0.686,0.814,-6.122,0.036,0.00896,0.000196,0.187,0.48,123.002,4peF3yGZAZfeOFDahi6Ig5,177561
0.747,0.712,-5.73,0.0651,0.0576,0.172,0.0833,0.327,124.008,5OlgbvkngYf6dibaafcqcO,202282
0.601,0.711,-4.353,0.0611,0.0808,0.0,0.113,0.512,127.948,3LR2EPyj36gxYgCYbC0au0,161035
0.656,0.813,-4.797,0.0568,0.192,8.06e-06,0.406,0.386,107.011,14NGdYOr9abOGH6euZcpu5,176293
0.572,0.951,-4.566,0.0504,0.00373,0.0529,0.318,0.276,123.984,5PY9fTLp4MPXsbeRouS8gd,191613
0.692,0.845,-5.928,0.0543,0.0116,0.0639,0.35,0.158,123.014,5d3Wbdgw3zIf8B5eGXznLL,232683
0.555,0.879,-2.484,0.0983,0.011,0.0,0.298,0.691,113.852,2WJVFqVQ3ivhAoAQWzEzeL,207755
0.58,0.895,-5.224,0.0396,0.099,0.0117,0.0911,0.356,116.953,1SldN7GTd0ADTjspv96wCl,207813
0.487,0.878,-4.733,0.11,0.0117,4.17e-05,0.105,0.327,126.137,7kQusuDe5nkQqqa6xMKFGF,175929
0.782,0.728,-6.568,0.146,0.00245,7.9e-05,0.241,0.602,122.035,3yZsBXwiQkqLjnWYip17Uu,229586
0.737,0.682,-4.2,0.0383,0.0714,0.00916,0.158,0.393,126.028,6oELcspL4BONtElLhJfBPI,171448
0.554,0.93,-4.646,0.0768,0.0024,0.535,0.4,0.431,126.015,4MyPLcBTpqfXZJKcUhMXOg,169524
0.601,0.947,-6.398,0.0468,0.00322,0.000584,0.236,0.669,132.987,4z2ZZU3skkejktx83PbKiR,203910
0.614,0.837,-6.504,0.0397,0.0266,0.0631,0.136,0.0524,122.958,1cVOEbvsf7N9Su4kZXFcYB,239737
0.668,0.725,-6.345,0.0685,0.00674,0.00227,0.0942,0.352,100.016,0ccnGefiTLZYOdHTB7ut1D,174019
0.803,0.764,-5.233,0.0387,0.0339,0.000703,0.206,0.614,122.014,3YY9Yu1JsgVfF1lOXEenq9,207987
0.87,0.532,-7.101,0.0951,0.127,8.65e-05,0.112,0.358,121.986,5w7sO0tWXMmctwKnJZu24v,198704
0.513,0.836,-3.781,0.0579,0.0463,0.0,0.128,0.304,124.964,71H8k9qe7DersxR6KyhUnI,151312
0.598,0.815,-4.481,0.0858,0.0606,0.0,0.176,0.383,121.986,0cvMWzztDy1wNQkBqae8w4,188852
0.587,0.826,-5.728,0.148,0.0134,0.000131,0.236,0.274,122.02,7cujJQPxdHeDz5mKLmv0bu,323110
0.792,0.779,-6.61,0.0604,0.065,4.54e-05,0.0939,0.76,120.004,22t8PQeP5klRoguomM4wZp,215697
0.666,0.906,-4.938,0.0446,0.0196,0.000346,0.0947,0.659,120.94,2KN5wY5R4gXbka8wB2kXh8,142335
0.693,0.845,-3.27,0.0348,0.0127,1.84e-06,0.169,0.498,125.009,1h4zfNDe8UapUvTuaDsTuM,169440
0.558,0.883,-4.463,0.0368,0.0256,0.0,0.234,0.307,123.918,0pMD1V0QbqSD7RhJmxDDJ9,214839
0.646,0.769,-4.911,0.0409,0.0105,1.27e-05,0.633,0.275,126.123,1AhiOzObMBqfonJDKtirj9,181905
0.713,0.906,-2.299,0.14,0.0176,6.31e-05,0.168,0.733,124.033,6aEtOtuVYBDfR07qJm8wB3,156313
0.655,0.904,-5.881,0.0414,0.0289,0.143,0.141,0.632,125.028,2OGcwhOAldo9aiDwBnXMfc,297583
0.703,0.818,-7.905,0.037,0.000569,0.0792,0.0964,0.63,123.009,1mpD4bXO4r3xilu12Kaf5Q,182750
0.713,0.849,-7.776,0.0674,0.275,7.72e-05,0.15,0.373,123.988,5p0aallQlnYrQmHI10BASz,180000
0.72,0.908,-3.467,0.0745,0.00133,0.00716,0.378,0.916,127.896,7quk6gEs1XOu8LOO6iaDZJ,161069
0.631,0.841,-4.284,0.0434,0.0306,0.00049,0.157,0.366,124.998,5Yg3kRGlB8UB6Sa8Fq4njc,146513
0.803,0.935,-4.915,0.032,0.0145,0.191,0.296,0.738,124.008,05QGJav2nGJ9qdQ3vG9A9t,193795
0.751,0.784,-4.964,0.138,0.0521,2.64e-05,0.0629,0.533,106.069,2CK74bmcRamAsB7DUBR4aJ,164151
0.722,0.954,-4.169,0.0764,0.0054,0.942,0.651,0.845,124.983,7eJholoRepkkrXmXmPTo4g,237600
0.708,0.836,-5.887,0.0649,0.00803,0.0303,0.0943,0.844,129.969,0pIlTYYCiY7FcTunLkEjUb,180943
0.702,0.731,-5.193,0.0556,0.0148,0.00022,0.249,0.541,125.034,3NQ2JBHK5OAzblu8z5KUVj,191719
0.658,0.908,-8.071,0.186,0.0335,0.0198,0.221,0.45,123.92,5kVXjAxYDkN57tZQi0JKya,253787
0.307,0.961,-5.6,0.0588,0.0013,0.00474,0.514,0.463,122.263,3008zmJyaNEFbGEYNTg4mk,161472
0.474,0.777,-6.516,0.0639,0.138,0.00367,0.313,0.8,121.941,5ugYo7xM632grP29JqjxZa,152069
0.61,0.933,-3.599,0.075,0.0102,0.0,0.823,0.679,123.997,21lbj2ezsvMg0XoeBL49bw,213387
0.799,0.791,-5.173,0.109,0.3,0.00089,0.104,0.651,119.993,3By9IFm4E2BvKQygT04O8g,177476
0.622,0.756,-5.375,0.0474,0.346,0.0,0.3,0.498,95.939,6r2lsLYBrnLj0nckwyv7vn,187500
0.613,0.874,-5.912,0.262,0.0173,0.0,0.839,0.392,121.995,1FE3Cf3SUdxJkFGrdYpqQT,144590
0.511,0.718,-7.46,0.0367,0.00454,9.61e-05,0.0913,0.274,106.016,5wM6LOw2U6XeIFHfsgI6wU,214104
0.401,0.786,-6.455,0.055,0.367,0.0065,0.134,0.264,134.87,6VpRQDOM7nQ6viuVUSXWGn,201199
0.663,0.971,-3.014,0.0771,0.0204,0.00379,0.0669,0.683,132.049,17E3lZxFJnO49Gb0tdgVn0,281381
0.625,0.682,-4.779,0.108,0.144,0.0,0.0853,0.609,114.09,3QvCW0O7zuvG3oPtzxmHOm,173158
0.755,0.896,-7.18,0.119,0.0024,0.701,0.101,0.267,124.999,5ozhK7GvUKSNSr1LrclYM2,218054
0.521,0.927,-4.63,0.036,0.00307,0.0138,0.125,0.0429,128.05,0KU8W0lHfsNlH7lfV1dz29,233620
0.584,0.833,-4.774,0.0546,0.374,1e-05,0.122,0.403,124.967,60BJPxGFaIFgZ47838KPVY,190080
0.373,0.824,-5.554,0.0421,0.0131,0.0,0.0702,0.43,123.948,39GX8fhLrxiPcNAMgZhWUa,166955
0.756,0.892,-4.361,0.0399,0.0671,0.000139,0.0798,0.362,124.05,7IhWJM8cN04zRQ2PNM91xc,178011
0.813,0.848,-4.582,0.0534,0.0453,1.51e-05,0.0696,0.603,123.978,1OU3OPHczBcfFU8cDzSzKT,158354
0.698,0.847,-4.372,0.0366,0.0499,0.0,0.338,0.508,119.985,0jpY96JxnwUtXCTtvOWWZG,168625
0.626,0.955,-7.085,0.123,0.00112,2.88e-06,0.382,0.652,121.964,7vnKb4rhd90PDvGcCyyRGk,172863
0.648,0.843,-6.695,0.033,0.0567,0.0723,0.152,0.745,124.996,4wc6fFKSf4opxdNajyHPc4,178721
0.714,0.866,-5.483,0.09,0.00406,0.0178,0.292,0.646,125.072,3PdLMTut7spFf9leWqBrjK,149760
0.651,0.786,-3.725,0.0761,0.0035,6.99e-05,0.179,0.414,109.019,4XP2xY8tUYed1cceuh24Q8,178421
0.435,0.804,-4.52,0.0803,0.157,0.0,0.273,0.492,119.791,4dkQMweppOlQjOvxv5fQTy,167504
0.498,0.745,-5.801,0.0316,0.0574,0.0,0.255,0.258,125.973,6dKDKwtdZtGlR8e1tZGEYS,177143
0.689,0.822,-6.678,0.043,0.00677,0.000134,0.121,0.673,123.984,4VVzgTike7FW8OiUIDN7hk,149516
0.472,0.771,-5.7,0.123,0.00813,0.0,0.04,0.726,119.802,5ngkOLKzDPNoYEXN0snzq3,155366
